название,единица_измерения,цена
Светодиодная лампа ЭРА  A60-15w-860-E27,шт,160.0
Светодиодная лампа ЭРА  A65-25w-860-E27,шт,270.0
Светодиодная лампа ЭРА ECO A60-10w-865-E27(ЭКО),шт,115.0
Светодиодная лампа ЭРА ECO A60-12w-865-E27(ЭКО),шт,120.0
Светодиодная лампа ЭРА ECO A60-15w-865-E27(ЭКО),шт,123.0
Светодиодная лампа ЭРА ECO A65-20w-865-E27(ЭКО),шт,170.0
Светодиодная лампа ЭРА ECO B35-10w-865-E14(ЭКО),шт,135.0
Светодиодная лампа ЭРА ECO B35-10w-865-E27(ЭКО),шт,140.0
Светодиодная лампа ЭРА LED POWER Т100-30W-6500-E27,шт,540.0
Светодиодная лампа ЭРА LED smd B35-6w-840-E27-ECO,шт,87.0
Светодиодная лампа ЭРА LED STD В35-9w-860-E27,шт,125.0
Светодиодная лампа ЭРА POWER 20W-6500-E27,шт,480.0
Светодиодная лампа ЭРА POWER LED  20W-4000-E27,шт,480.0
Светодиодная лампа ЭРА POWER T160-65W-6500 E27/40,шт,1300.0
Светодиодная лампа ЭРА POWER Т100-30W-4000-E27,шт,540.0
Светодиодная лампа ЭРА STD B35-7w-840-E27,шт,114.0
Светодиодные лампочки Spartum,,235.0
Лампочка 12W Spartum 505648,шт,60.0
Лампочка 15W Spartum 505650,шт,70.0
Лампочка 18W Spartum 505652,шт,90.0
Лампочка 25W Spartum 505653,шт,125.0
Лампочка 30W Spartum 505654,шт,140.0
Лампочка 40W Spartum 505655,шт,235.0
Лампочка 7W Spartum 505644,шт,50.0
Лампочка 9W Spartum 505646,шт,52.0
Гайка для тены АРИСТОН,шт,150.0
Прокладка паронитовая для АРИСТОН,шт,16.0
Терморегулятор АРИСТОН,шт,695.0
Держак сварочный MAXIMUM 300А  MX 06157,шт,140.0
Держак сварочный MAXIMUM 800А  MX 23292,шт,260.0
Держак сварочный АМЕРИКА,шт,240.0
Держак сварочный КРОКОДИЛ 300 А (масса),шт,115.0
Держак сварочный КРОКОДИЛ 500 А (масса),шт,150.0
"Драйвер LED-LP-5/6(0,98X) для SPL-5/6 premium",шт,550.0
Разъем трехфазный,шт,570.0
ТЭМ-Тестер ЭРА маленький,шт,540.0
Фотореле ЭРА серый DF 302,шт,520.0
Розетки / вилки / выключатели / тройники(под реал),,120.0
Вилка 3ф.керамика,шт,200.0
Выключатель двух-ый без подсветки ANURA АЕ20103,шт,80.0
Выключатель двухкл-й с подсветкой ANURA АЕ20104,шт,95.0
Выключатель двухклавиш внутрен белый АЕ02103,шт,95.0
Выключатель двухклавиш с подсветкой АЕ02104,шт,120.0
Выключатель одноклавиш с подсвет внутрен АЕ02102,шт,100.0
Выключатель проходной белый ANAMUR АЕ02119,шт,95.0
Выключатель трехклавишный ANURA АЕ02118,шт,100.0
Разветвитель электр.ЭРА SPx-2-Wна 2роз. б/з10Абел,шт,190.0
Розетка 1-ая без зазем наружная белая АЕ20105,шт,85.0
Розетка 1-ая компьютерная ANAMUR АЕ02112,шт,110.0
Розетка 1-ая телеф-я евростандарт ANAMUR АЕ02110,шт,85.0
Розетка 2-ая компью-ая + телеф-я ANAMUR АЕ02113,шт,125.0
Розетка для ТВ антенны ANAMUR Белая АЕ02117,шт,80.0
Розетка с крышкой с/з одинарный ANURA АЕ20109,шт,85.0
Тройник SP-4-В ЭРА без заземл Черный 4гн,шт,420.0
Четырехместная рамка ANAMUR АЕ02152,шт,60.0
Розетки / Выключатели / Вилки / Колодки,,220.0
ВИКО Multi-let  удлинитель 3м 3гн,шт,490.0
ВИКО Multi-let  удлинитель 5м 3гн,шт,600.0
ВИКО Multi-let колодка для удлинителя 2 гн,шт,190.0
ВИКО Multi-let колодка для удлинителя 2гн с/з,шт,250.0
ВИКО Multi-let колодка для удлинителя 3 гн,шт,220.0
ВИКО Multi-let колодка для удлинителя 3гн с/з,шт,340.0
ВИКО Multi-let колодка для удлинителя 4гн,шт,290.0
ВИКО Multi-let колодка для удлинителя 4гн с/з,шт,380.0
ВИКО Multi-let колодка для удлинителя 5гн с/з,шт,500.0
ВИКО Multi-let колодка для удлинителя 6гн с/з,шт,565.0
ВИКО вилка простая,шт,75.0
ВИКО вилка с/з косая,шт,95.0
ВИКО Подрозетник черный,шт,13.0
ВИКО Розетка Palmiye 1-я 54 IP,шт,250.0
ВИКО Щит для автомата 12 гр внутр,шт,800.0
ВИКО Щит для автомата 2 гр внутр,шт,215.0
ВИКО Щит для автомата 2 гр наруж,шт,215.0
ВИКО Щит для автомата 4 гр внутр,шт,300.0
ВИКО Щит для автомата 4 гр наруж,шт,280.0
ВИКО Щит для автомата 6 гр внутр,шт,540.0
ВИКО Щит для автомата 6 гр наруж,шт,540.0
ВИКО Щит для автомата 8 гр внутр,шт,590.0
ВИКО Щит для автомата 8 гр наруж,шт,555.0
ВИКО-Carmen включатель 1-й внутрен-й,шт,180.0
ВИКО-Carmen включатель 1-й реверсный внутрен-ий,шт,170.0
ВИКО-Carmen включатель 1-й с/п внутрен-ий,шт,230.0
ВИКО-Carmen включатель 2-й внутрен-й,шт,210.0
ВИКО-Carmen включатель 2-й с/п внутрен-ий,шт,285.0
ВИКО-Carmen розетка 1-я внутрен,шт,180.0
ВИКО-Carmen розетка 1-я с/з внутрен,шт,210.0
ВИКО-Carmen розетка 1-я с/з с крышкой,шт,190.0
ВИКО-Carmen розетка 2-я внутрен,шт,200.0
ВИКО-Carmen розетка 2-я с/з внутрен,шт,240.0
ВИКО-Carmen розетка ТВ 1-я внутрен,шт,150.0
ВИКО-Carmen розетка ТФ 1-я внутрен,шт,125.0
ВИКО-Pacific включатель 1-й,шт,250.0
ВИКО-Pacific розетка 1-я,шт,290.0
ВИКО-Pacific розетка 2-я,шт,665.0
ВИКО-Vera включатель 1-й наружний,шт,160.0
ВИКО-Vera включатель 2-й наружний,шт,190.0
ВИКО-Vera розетка 1-я наружняя,шт,155.0
ВИКО-Vera розетка 1-я с/з наружняя,шт,200.0
ВИКО-Vera розетка 2-я наружняя,шт,220.0
ВИКО-Vera розетка 2-я с/з наружняя,шт,260.0
"Катушка удлиненная МХ13193 50м (3х2,5)",шт,5800.0
Колодка для удлинителя 2гн Китай,шт,220.0
Колодка для удлинителя 3гн с/з IP20 MAXIMUM MX05747,шт,150.0
Тройник электрический 2гн Китай,шт,115.0
Тройник электрический 3гн Китай,шт,145.0
Розетки / Выключатели / Вилки / Колодки (ЭРА),,145.0
Вилка б/з прямая ЭРА Vx1-B 10А черная,шт,60.0
Вилка б/з прямая ЭРА Vx1-W 10А белая,шт,60.0
Вилка каучуковая з/з прямая16А IP44 ЭРА черная,шт,235.0
Вилка с/з угловая 16А ЭРА черная,шт,100.0
Вилка ультраплоская с/з с кольцом16А ЭРА белая,шт,350.0
Выключатель IP54 ЭРА серый,шт,275.0
Выключатель PLANO белый 1-101-01,шт,115.0
Выключатель двойной PLANO белый 1-104-01,шт,138.0
Выключатель двойной QUADRO белый 2-104-01,шт,100.0
Выключатель двойной с подсвет QUADROбелый 2-105-01,шт,125.0
Выключатель двойной с подсветкPLANO белый 1-105-01,шт,170.0
Выключатель одинарн.наруж. QUADRO белый 2-101-01,шт,95.0
Выключатель одинарный  IP54 11-1401-01 ЭРА белый,шт,275.0
Выключатель с подсветкой PLANO белый 1-102-01,шт,145.0
Выключатель с подсветкой QUADRO белый 2-102-01,шт,108.0
"Колодка 2гн, без заземл КХ-2 ЭРА",шт,150.0
"Колодка 3 г/н, заземл  выкл ЭРА",шт,370.0
"Колодка 3гн, без заземл КХ-3 ЭРА",шт,190.0
"Колодка 4гн, без заземл КХ-4 ЭРА",шт,250.0
Колодка каучуковая ЭРА с/з 2гн 16A IP44 черная,шт,525.0
Колодка каучуковая ЭРА с/з 3гн 16A IP44 черная,шт,680.0
Колодка каучуковая ЭРА с/з 4гн 16A IP44 черная,шт,900.0
Переключатель PLANO белый 1-103-01,шт,145.0
Переходник вилка Е27 с выключателем ЭРА белый,шт,145.0
Разъем каучуковый с/з прямой  ЭРА 16A IP44 черный,шт,234.0
Розетка 2Р QUADRO белый 2-201-01,шт,105.0
Розетка 2Р+Е IP54  11-2401-01 ЭРА белый,шт,300.0
Розетка 2Р+Е IP54 11-2401-03 ЭРА серый,шт,400.0
Розетка 2Р+Е Schuko QUADRO белый 2-202-01,шт,117.0
Розетка 2х2Р QUADRO белый 2-203-01,шт,150.0
Розетка 2х2Р+Е IP54 11-2403-03 ЭРА серый,шт,499.0
Розетка 2х2Р+Е Schuko QUADRO белый 2-204-01,шт,190.0
Розетка 3х2Р QUADRO белый 2-205-01,шт,270.0
Розетка 3х2Р+Е IP54 11-2405-01 ЭРА белый,шт,785.0
Розетка 4х2Р IP20 11-2210-01 ЭРА белый,шт,430.0
Розетка двойная без заз.2х2Р PLANO белый 1-204-01,шт,175.0
Розетка один.б/з 2P PLANO белый 1-201-01,шт,130.0
Розетка один.с/з 2P+Е Schuko PLANO белый 1-202-01,шт,155.0
Розетка переносная ССИ-225 3Р+РЕ+N 32А,шт,470.0
Удлинительные кабеля (под реал.),,650.0
Удлинитель 3м с беспров. зарядкой MAXIMUM MX 16767,шт,915.0
Удлинитель 5м с беспров. зарядкой MAXIMUM MX 16774,шт,1010.0
Удлинитель 8м MAXIMUM MX12509,шт,640.0
Удлинитель MAXIMUM MX 18495,шт,515.0
"Удлинитель U-3-1.5m ЭРА без зазем.,2*1мм2,3гн,1,5м",шт,375.0
"Удлинитель U-3-3m ЭРА без заземл.,2*1мм2,3гн,3м",шт,507.0
"Удлинитель U-3-5m ЭРА без заземл.,2*1мм2,3гн,5м",шт,670.0
Удлинитель U-3-7m ЭРА без заземл 3гн 2х1мм 7м 10А,шт,860.0
Удлинитель U-314 с/з 2м MAXIMUM MX-14794,шт,650.0
"Удлинитель U-3e-7m ЭРА с заземл.,2*1мм2,3гн,7м",шт,925.0
Удлинитель U-5-5m ЭРА без заземл 5гн 2х1мм 5м 10А,шт,760.0
"Удлинитель UR(6)-3-3m ЭРА рул.б/з,2*0,75мм2,3гн,3м",шт,430.0
"Удлинитель КОСМОС 6А 3гн.ШВВП 2х0,75 (5м)",шт,360.0
Удлинитель СК-314 с/з 2м MAXIMUM MX-18495,шт,540.0
Удлинитель Т-05 с/з 2м MAXIMUM MX-14800,шт,650.0
Провода,,85.0
Кабель АВВГ 3х50+1х25,м,360.0
"Кабель ВВГ-Пнг 2х1,5 -0,66 кв НКЗ (Новосиб)",м,60.0
"Кабель ВВГ-Пнг 2х2,5 -0,66 кв Новосиб",м,85.0
"Кабель ВВГ-Пнг 3х2,5 -0,66 кв Новосиб",м,120.0
"Кабель ВВГ-Пнг 3х4 -0,66 кв НКЗ (Новосиб)",м,200.0
"Кабель ВВГ-Пнг LS 3х1,5 -0,66 кв (г.Владимир)",м,60.0
"Кабель ВВГ-Пнг LS 3х2,5 -0,66 кв (г.Владимир)",м,100.0
Кабель гибкий КГ 1х16 НКЗ,м,290.0
Кабель КГ 1х25 (Россия),м,550.0
Кабель КГ 1х50 (Россия),м,980.0
Кабель КуГВВ 4х4 НКЗ,м,255.0
Труба гофриров. ПВХ d16,м,14.0
Труба гофриров. ПВХ d20,м,19.0
Труба гофриров. ПВХ d25,м,27.0
Кабель ТОМСКИЙ,,100.0
"Кабель ВВГ-нг(А) LS 2х4ok  (N)-0,66",м,120.0
"Кабель ВВГ-нг(А)-LS 2х2,5ok(N)-1 Томск",м,100.0
"Кабель ВВГ-нг(А)-LS 3х1,5ok(N)-1 Томск",м,100.0
"Кабель ВВГ-нг(А)-LS 3х2,5 Томск",м,137.0
"Кабель ВВГ-Пнг4х2,5мм (Томск)",м,160.0
Кабель гибкий КГ 1х25 Томск,м,570.0
Кабель гибкий КГ 1х50 Томск,м,935.0
Кабель ПуГВ 1х25 НКЗ,м,400.0
"Кабель Томский ВВГ-Пнг 3х2,5 мм.",м,90.0
Провода ШЫМКЕНТ/ Иран,,50.0
Кабель АВВГ(м) 2х10 Шымкент,м,50.0
Кабель АПУНП (м) 2х4 Шымкент,м,25.0
Кабель АПУНП (м) 2х6 Шымкент,м,27.0
ШЫМКЕНТ/Иран ГОСТ,,80.0
Кабель ПВС  2х1 ГОСТ,м,48.0
"Кабель ПВС 2х0,75  ГОСТ",м,40.0
"Кабель ПВС 2х1,5 ГОСТ",м,70.0
"Кабель ПВС 2х2,5 ГОСТ",м,97.0
Кабель ПВС 2х4 ГОСТ,м,155.0
"Кабель ПВС 3х0,75 ГОСТ",м,50.0
"Кабель ПВС 3х1,5 ГОСТ",м,80.0
"Кабель ПВС 3х2,5 ГОСТ",м,135.0
"Кабель ПВС 4х2,5 ГОСТ",м,170.0
Кабель ПВС 4х4 ГОСТ,м,300.0
Кабель ПВС 4х6  ГОСТ,м,450.0
ШЫМКЕНТ/Иран ТУ,,210.0
"Кабель ПВС (м) 3х1,5  ТУ",м,80.0
"Кабель ПВС (м) 3х2,5 ТУ",м,125.0
Кабель ПВС (м) 4х4 ТУ,м,210.0
Фонарики / прожектора,,750.0
Плафон светодиодный с датчиком движения SPB-201-1-65K-015,шт,1025.0
Прожектор LED КОСМОС 10Вт 800Лм IP65 6500K Super-,шт,400.0
Прожектор LED КОСМОС 20Вт 1600Лм IP65 6500K Super-,шт,440.0
Прожектор LED КОСМОС 30Вт 2400Лм IP65 6500K Super-,шт,590.0
Прожектор LED КОСМОС 50Вт 4000Лм IP65 6500K Super-,шт,920.0
Прожектор с датчик. КОСМОС 20Вт 1600Лм IP65 6500K,шт,1135.0
Прожектор светодиодный 30W Китай,шт,550.0
Прожектор светодиодный 50W Китай,шт,700.0
Светодиодн прожектор улич ЭРА LPR-021-0-20Вт1600Лм,шт,427.0
Светодиодн прожектор ЭРА LPR-023-0-65K-10Вт 6500K,шт,350.0
